収支区分,管理番号,発生日,支払期日,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,支払日,支払口座,支払金額
支出,,2021/10/05,,ファミリーマート,雑費,課対仕入10%,1199,内税,109,"",,,,2021/10/05,現金,1199
支出,,2021/10/05,,三井のリパーク,車両費,課対仕入10%,3300,内税,300,"",,,,2021/10/05,現金,3300
支出,,2021/10/05,,ケンデポ,仕入高,課対仕入10%,11116,内税,1010,"",,,,2021/10/05,現金,11116
支出,,2021/10/05,,,外注費,課対仕入10%,178200,内税,16200,"",,,,2021/10/05,みずほ（法人）（API）,178200
支出,,2021/10/05,,,車両費,課対仕入10%,3000,内税,272,,,,,2021/10/05,freeeセゾンプラチナビジネスカード,3000
支出,,2021/10/05,,,支払手数料,課対仕入10%,660,内税,60,,,,,2021/10/05,みずほ（法人）（API）,660
支出,,2021/10/05,,,支払手数料,課対仕入10%,440,内税,40,,,,,2021/10/05,みずほ（法人）（API）,440
支出,,2021/10/04,,足立入谷ＳＳ,車両費,課対仕入10%,2000,内税,181,"",,,,2021/10/04,現金,2000
支出,,2021/10/04,,三井のリパーク,車両費,課対仕入10%,3300,内税,300,"",,,,2021/10/04,現金,3300
支出,,2021/10/04,,ケンデポ,仕入高,課対仕入10%,8668,内税,788,"",,,,2021/10/04,現金,8668
支出,,2021/10/04,,,外注費,課対仕入10%,574860,内税,52260,"",,,,2021/10/04,みずほ（法人）（API）,574860
支出,,2021/10/04,,,旅費交通費,課対仕入10%,300,内税,27,,,,,2021/10/04,freeeセゾンプラチナビジネスカード,300
支出,,2021/10/04,,,支払手数料,課対仕入10%,660,内税,60,,,,,2021/10/04,みずほ（法人）（API）,660
支出,,2021/10/04,,,支払手数料,課対仕入10%,660,内税,60,,,,,2021/10/04,みずほ（法人）（API）,660
支出,,2021/10/04,,,支払手数料,課対仕入10%,660,内税,60,,,,,2021/10/04,みずほ（法人）（API）,660
支出,,2021/10/03,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/10/03,みずほ（法人）（API）,220
支出,,2021/10/02,,ケンデポ,仕入高,課対仕入10%,6974,内税,634,"",,,,2021/10/02,現金,6974
支出,,2021/10/02,,,車両費,課対仕入10%,3300,内税,300,"",,,,2021/10/02,現金,3300
支出,,2021/10/01,,ロイヤルホームセンター,仕入高,課対仕入10%,19493,内税,1772,"",,,,2021/10/01,現金,19493
支出,,2021/10/01,,ロイヤルホームセンター,仕入高,課対仕入10%,13198,内税,1199,"",,,,2021/10/01,現金,13198
支出,,2021/10/01,,ロイヤルホームセンター,仕入高,課対仕入10%,4040,内税,367,"",,,,2021/10/01,現金,4040
支出,,2021/10/01,,ロイヤルホームセンター,仕入高,課対仕入10%,5108,内税,464,"",,,,2021/10/01,現金,5108
支出,,2021/10/01,,ロイヤルホームセンター,仕入高,課対仕入10%,660,内税,60,"",,,,2021/10/01,現金,660
支出,,2021/10/01,,ロイヤルホームセンター,仕入高,課対仕入10%,1215,内税,110,"",,,,2021/10/01,現金,1215
支出,,2021/10/01,,ENEOS,車両費,課対仕入10%,8910,内税,810,"",,,,2021/10/01,現金,8910
支出,,2021/10/01,,株式会社イシダ,外注費,課対仕入10%,6270,内税,570,"",,,,2021/10/01,現金,6270
収入,,2021/10/01,,,売上高,課税売上10%,132330,内税,12030,,,,,2021/10/01,みずほ（法人）（API）,132330
収入,,2021/10/01,,,売上高,課税売上10%,1300000,内税,118181,,,,,2021/10/01,みずほ（法人）（API）,1300000
収入,,2021/10/01,,,受取利息,非課売上,1,内税,0,,,,,2021/10/01,ゆうちょ（法人）（API） 〇三八店 普通 ***6300,1
支出,,2021/10/01,,,旅費交通費,課対仕入10%,300,内税,27,,,,,2021/10/01,freeeセゾンプラチナビジネスカード,300
支出,,2021/09/30,,マイパーキング赤羽,車両費,課対仕入10%,400,内税,36,"",,,,2021/09/30,現金,400
支出,,2021/09/30,,三井のリパーク,車両費,課対仕入10%,2400,内税,218,"",,,,2021/09/30,現金,2400
支出,,2021/09/30,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/30,みずほ（法人）（API）,770
支出,,2021/09/30,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/30,みずほ（法人）（API）,770
支出,,2021/09/28,,三井のリパーク,車両費,課対仕入10%,3300,内税,300,"",,,,2021/09/28,現金,3300
支出,,2021/09/28,,,旅費交通費,課対仕入10%,630,内税,57,,,,,2021/09/28,freeeセゾンプラチナビジネスカード,630
支出,,2021/09/27,,タイムズ２４株式会社,車両費,課対仕入10%,5610,内税,510,"",,,,2021/09/27,現金,5610
支出,,2021/09/27,,足立入谷ＳＳ,車両費,課対仕入10%,2000,内税,181,"",,,,2021/09/27,現金,2000
支出,,2021/09/27,,ケンデポ,仕入高,課対仕入10%,2950,内税,268,"",,,,2021/09/27,現金,2950
支出,,2021/09/27,,ケンデポ,仕入高,課対仕入10%,3770,内税,342,"",,,,2021/09/27,現金,3770
支出,,2021/09/27,,,車両費,課対仕入10%,34700,内税,3154,"",,,,2021/09/27,みずほ（法人）（API）,34700
支出,,2021/09/27,,,旅費交通費,課対仕入10%,630,内税,57,,,,,2021/09/27,freeeセゾンプラチナビジネスカード,630
支出,,2021/09/27,,,旅費交通費,課対仕入10%,780,内税,70,,,,,2021/09/27,freeeセゾンプラチナビジネスカード,780
支出,,2021/09/24,,新千葉カントリークラブ,交際費,課対仕入10%,19040,内税,1730,"",,,,2021/09/24,現金,19040
支出,,2021/09/24,,ケンデポ,仕入高,課対仕入10%,32951,内税,2995,"",,,,2021/09/24,現金,32951
支出,,2021/09/24,,,車両費,課対仕入10%,5000,内税,454,,,,,2021/09/24,freeeセゾンプラチナビジネスカード,5000
支出,,2021/09/24,,,車両費,課対仕入10%,3000,内税,272,,,,,2021/09/24,freeeセゾンプラチナビジネスカード,3000
支出,,2021/09/23,,三井のリパーク,車両費,課対仕入10%,2200,内税,200,"",,,,2021/09/23,現金,2200
支出,,2021/09/23,,三井のリパーク,車両費,課対仕入10%,2600,内税,236,"",,,,2021/09/23,現金,2600
支出,,2021/09/23,,三井のリパーク,車両費,課対仕入10%,400,内税,36,"",,,,2021/09/23,現金,400
支出,,2021/09/23,,,旅費交通費,課対仕入10%,2600,内税,236,,,,,2021/09/23,freeeセゾンプラチナビジネスカード,2600
支出,,2021/09/22,,,交際費,課対仕入10%,58905,内税,5355,,,,,2021/09/22,freeeセゾンプラチナビジネスカード,58905
支出,,2021/09/22,,,仕入高,課対仕入10%,14116,内税,1283,,,,,2021/09/22,freeeセゾンプラチナビジネスカード,14116
支出,,2021/09/22,,,仕入高,課対仕入10%,7866,内税,715,,,,,2021/09/22,freeeセゾンプラチナビジネスカード,7866
支出,,2021/09/22,,,仕入高,課対仕入10%,7260,内税,660,,,,,2021/09/22,freeeセゾンプラチナビジネスカード,7260
支出,,2021/09/21,,パークステーション,車両費,課対仕入10%,1200,内税,109,"",,,,2021/09/21,現金,1200
支出,,2021/09/21,,,会議費,課対仕入10%,1738,内税,158,,,,,2021/09/21,freeeセゾンプラチナビジネスカード,1738
支出,,2021/09/21,,,旅費交通費,課対仕入10%,900,内税,81,,,,,2021/09/21,freeeセゾンプラチナビジネスカード,900
支出,,2021/09/21,,,仕入高,課対仕入10%,40207,内税,3655,,,,,2021/09/21,freeeセゾンプラチナビジネスカード,40207
支出,,2021/09/20,,パークステーション,車両費,課対仕入10%,1000,内税,90,"",,,,2021/09/20,現金,1000
支出,,2021/09/20,,,旅費交通費,課対仕入10%,1600,内税,145,,,,,2021/09/20,freeeセゾンプラチナビジネスカード,1600
支出,,2021/09/20,,,法定福利費,対象外,39200,内税,0,健康保険料（事業主負担分）,健康保険料（事業主負担分）,,,2021/11/01,みずほ（法人）（API）,231280
,,,,,法定福利費,対象外,1800,内税,0,介護保険料（事業主負担分）,介護保険料（事業主負担分）,,,,,
,,,,,法定福利費,対象外,73200,内税,0,厚生年金保険料（事業主負担分）,厚生年金保険料（事業主負担分）,,,,,
,,,,,法定福利費,対象外,2880,内税,0,子ども・子育て拠出金,,,,,,
,,,,,預り金,対象外,39200,内税,0,健康保険料（預り分）,健康保険料（預り分）,,,,,
,,,,,預り金,対象外,1800,内税,0,介護保険料（預り分）,介護保険料（預り分）,,,,,
,,,,,預り金,対象外,73200,内税,0,厚生年金保険料（預り分）,厚生年金保険料（預り分）,,,,,
支出,,2021/09/20,,,給料手当,対象外,600000,内税,0,基本給,基本給,,,2021/09/30,みずほ（法人）（API）,167530
,,,,,役員報酬,対象外,200000,内税,0,役員報酬,,,,2021/09/30,みずほ（法人）（API）,167530
,,,,,預り金,対象外,-39200,内税,0,健康保険料（預り分）,健康保険料（預り分）,,,2021/10/04,みずほ（法人）（API）,167430
,,,,,預り金,対象外,-1800,内税,0,介護保険料（預り分）,介護保険料（預り分）,,,2021/10/04,みずほ（法人）（API）,167530
,,,,,預り金,対象外,-73200,内税,0,厚生年金保険料（預り分）,厚生年金保険料（預り分）,,,2021/09/20,現金,600
,,,,,立替金,対象外,-1800,内税,0,雇用保険料（預り分）,雇用保険料（預り分）,,,,,
,,,,,預り金,対象外,-13380,内税,0,源泉所得税,源泉所得税,,,,,
支出,,2021/09/18,,島忠ホームズ,仕入高,課対仕入10%,1861,内税,169,"",,,,2021/09/18,現金,1861
支出,,2021/09/18,,,車両費,課対仕入10%,8904,内税,809,,,,,2021/09/18,freeeセゾンプラチナビジネスカード,8904
支出,,2021/09/17,,パークステーション,車両費,課対仕入10%,1000,内税,90,"",,,,2021/09/17,現金,1000
支出,,2021/09/17,,,会議費,課対仕入10%,1870,内税,170,,,,,2021/09/17,freeeセゾンプラチナビジネスカード,1870
支出,,2021/09/17,,,旅費交通費,課対仕入10%,900,内税,81,,,,,2021/09/17,freeeセゾンプラチナビジネスカード,900
支出,,2021/09/17,,,消耗品費,課対仕入10%,1628,内税,148,,,,,2021/09/17,freeeセゾンプラチナビジネスカード,1628
支出,,2021/09/17,,,仕入高,課対仕入10%,2303,内税,209,,,,,2021/09/17,freeeセゾンプラチナビジネスカード,2303
支出,,2021/09/16,,ミニストップ,雑費,課対仕入10%,1864,内税,169,"",,,,2021/09/16,現金,1864
支出,,2021/09/16,,三井のリパーク,車両費,課対仕入10%,1800,内税,163,"",,,,2021/09/16,現金,1800
支出,,2021/09/16,,,リース料,課対仕入10%,35217,内税,3201,"",,,,2021/09/16,みずほ（法人）（API）,35217
支出,,2021/09/16,,,旅費交通費,課対仕入10%,1800,内税,163,,,,,2021/09/16,freeeセゾンプラチナビジネスカード,1800
支出,,2021/09/16,,,旅費交通費,課対仕入10%,640,内税,58,,,,,2021/09/16,freeeセゾンプラチナビジネスカード,640
支出,,2021/09/16,,,支払手数料,課対仕入10%,440,内税,40,,,,,2021/09/16,みずほ（法人）（API）,440
支出,,2021/09/16,,,支払手数料,課対仕入10%,440,内税,40,,,,,2021/09/16,みずほ（法人）（API）,440
支出,,2021/09/15,,株式会社イシダ,外注費,課対仕入10%,11990,内税,1090,"",,,,2021/09/15,現金,11990
支出,,2021/09/15,,,支払手数料,課対仕入10%,3300,内税,300,,,,,2021/09/15,みずほ（法人）（API）,3300
支出,,2021/09/15,,,旅費交通費,課対仕入10%,3300,内税,300,,,,,2021/09/15,freeeセゾンプラチナビジネスカード,3300
支出,,2021/09/15,,,仕入高,課対仕入10%,11990,内税,1090,,,,,2021/09/15,freeeセゾンプラチナビジネスカード,11990
支出,,2021/09/15,,,仕入高,課対仕入10%,16711,内税,1519,,,,,2021/09/15,freeeセゾンプラチナビジネスカード,16711
支出,,2021/09/14,,,仕入高,課対仕入10%,1944,内税,176,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,1944
支出,,2021/09/14,,,外注費,課対仕入10%,6930,内税,630,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,6930
支出,,2021/09/14,,,支払手数料,課対仕入10%,2917,内税,265,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,2917
支出,,2021/09/14,,,仕入高,課対仕入10%,31014,内税,2819,"",,,,2021/09/14,freeeセゾンプラチナビジネスカード,31014
支出,,2021/09/14,,,旅費交通費,課対仕入10%,5200,内税,472,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,5200
支出,,2021/09/14,,,旅費交通費,課対仕入10%,2500,内税,227,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,2500
支出,,2021/09/14,,,車両費,課対仕入10%,6000,内税,545,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,6000
支出,,2021/09/14,,,車両費,課対仕入10%,3572,内税,324,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,3572
支出,,2021/09/14,,,旅費交通費,課対仕入10%,290,内税,26,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,290
支出,,2021/09/14,,,旅費交通費,課対仕入10%,780,内税,70,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,780
支出,,2021/09/14,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,420
支出,,2021/09/14,,,旅費交通費,課対仕入10%,380,内税,34,,,,,2021/09/14,freeeセゾンプラチナビジネスカード,380
支出,,2021/09/13,,ナビパーク,車両費,課対仕入10%,3600,内税,327,"",,,,2021/09/13,現金,3600
支出,,2021/09/13,,ナビパーク,車両費,課対仕入10%,600,内税,54,"",,,,2021/09/13,現金,600
支出,,2021/09/13,,,旅費交通費,課対仕入10%,3600,内税,327,"",,,,2021/09/13,freeeセゾンプラチナビジネスカード,3600
支出,,2021/09/13,,,仕入高,課対仕入10%,8525,内税,775,,,,,2021/09/13,freeeセゾンプラチナビジネスカード,8525
支出,,2021/09/11,,,仕入高,課対仕入10%,2699,内税,245,,,,,2021/09/11,freeeセゾンプラチナビジネスカード,2699
支出,,2021/09/11,,,車両費,課対仕入10%,7832,内税,712,,,,,2021/09/11,freeeセゾンプラチナビジネスカード,7832
支出,,2021/09/10,,,車両費,課対仕入10%,8812,内税,801,"",,,,2021/09/10,freeeセゾンプラチナビジネスカード,8812
支出,,2021/09/10,,,消耗品費,課対仕入10%,775,内税,70,"",,,,2021/09/10,freeeセゾンプラチナビジネスカード,775
支出,,2021/09/10,,,仕入高,課対仕入10%,10704,内税,973,,,,,2021/09/10,freeeセゾンプラチナビジネスカード,10704
支出,,2021/09/09,,パークステーション,車両費,課対仕入10%,1000,内税,90,"",,,,2021/09/09,現金,1000
支出,,2021/09/09,,,交際費,課対仕入10%,17857,内税,1623,,,,,2021/09/09,freeeセゾンプラチナビジネスカード,17857
支出,,2021/09/09,,,消耗品費,課対仕入10%,3197,内税,290,"",,,,2021/09/09,freeeセゾンプラチナビジネスカード,3197
支出,,2021/09/09,,,車両費,課対仕入10%,6901,内税,627,,,,,2021/09/09,freeeセゾンプラチナビジネスカード,6901
支出,,2021/09/08,,三井のリパーク,車両費,課対仕入10%,1200,内税,109,"",,,,2021/09/08,現金,1200
支出,,2021/09/08,,,消耗品費,課対仕入10%,1937,内税,176,,,,,2021/09/08,freeeセゾンプラチナビジネスカード,1937
支出,,2021/09/08,,,仕入高,課対仕入10%,1595,内税,145,,,,,2021/09/08,freeeセゾンプラチナビジネスカード,1595
支出,,2021/09/08,,,仕入高,課対仕入10%,5203,内税,473,,,,,2021/09/08,freeeセゾンプラチナビジネスカード,5203
支出,,2021/09/08,,,旅費交通費,課対仕入10%,540,内税,49,,,,,2021/09/08,freeeセゾンプラチナビジネスカード,540
支出,,2021/09/08,,,旅費交通費,課対仕入10%,500,内税,45,,,,,2021/09/08,freeeセゾンプラチナビジネスカード,500
支出,,2021/09/07,,,外注費,課対仕入10%,24090,内税,2190,,,,,2021/09/07,freeeセゾンプラチナビジネスカード,24090
支出,,2021/09/07,,,仕入高,課対仕入10%,2384,内税,216,,,,,2021/09/07,freeeセゾンプラチナビジネスカード,2384
支出,,2021/09/07,,,車両費,課対仕入10%,8109,内税,737,,,,,2021/09/07,freeeセゾンプラチナビジネスカード,8109
支出,,2021/09/06,,ロイヤルホームセンター,仕入高,課対仕入10%,4217,内税,383,"",,,,2021/09/06,現金,4217
支出,,2021/09/06,,パークステーション,車両費,課対仕入10%,2000,内税,181,"",,,,2021/09/06,現金,2000
支出,,2021/09/05,,アジア下館カントリークラブ,交際費,課対仕入10%,8500,内税,772,"",,,,2021/09/05,現金,8500
支出,,2021/09/04,,三井のリパーク,車両費,課対仕入10%,300,内税,27,"",,,,2021/09/04,現金,300
支出,,2021/09/04,,ケンデポ,仕入高,課対仕入10%,2246,内税,204,"",,,,2021/09/04,現金,2246
支出,,2021/09/04,,,旅費交通費,課対仕入10%,1640,内税,149,,,,,2021/09/04,freeeセゾンプラチナビジネスカード,1640
支出,,2021/09/03,,足立入谷ＳＳ,車両費,課対仕入10%,2000,内税,181,"",,,,2021/09/03,現金,2000
支出,,2021/09/03,,,仕入高,課対仕入10%,14208,内税,1291,,,,,2021/09/03,freeeセゾンプラチナビジネスカード,14208
支出,,2021/09/03,,,旅費交通費,課対仕入10%,1580,内税,143,,,,,2021/09/03,freeeセゾンプラチナビジネスカード,1580
支出,,2021/09/03,,,旅費交通費,課対仕入10%,1630,内税,148,,,,,2021/09/03,freeeセゾンプラチナビジネスカード,1630
支出,,2021/09/02,,パークステーション,車両費,課対仕入10%,1000,内税,90,"",,,,2021/09/02,現金,1000
支出,,2021/09/01,,パークステーション,車両費,課対仕入10%,1000,内税,90,"",,,,2021/09/01,現金,1000
支出,,2021/09/01,,島忠ホームズ,仕入高,課対仕入10%,1500,内税,136,"",,,,2021/09/01,現金,1500
支出,,2021/09/01,,島忠ホームズ,仕入高,課対仕入10%,962,内税,87,"",,,,2021/09/01,現金,962
支出,,2021/09/01,,ファミリーマート,雑費,課対仕入10%,1226,内税,111,"",,,,2021/09/01,現金,1226
支出,,2021/09/01,,株式会社イシダ,外注費,課対仕入10%,7370,内税,670,"",,,,2021/09/01,現金,7370
支出,,2021/09/01,,,外注費,課対仕入10%,88000,内税,8000,"",,,,2021/09/01,みずほ（法人）（API）,88000
支出,,2021/09/01,,,仕入高,課対仕入10%,308275,内税,28025,,,,,2021/09/01,みずほ（法人）（API）,308275
支出,,2021/09/01,,,支払手数料,課対仕入10%,334400,内税,30400,,,,,2021/09/01,みずほ（法人）（API）,334400
支出,,2021/09/01,,,旅費交通費,課対仕入10%,290,内税,26,,,,,2021/09/01,freeeセゾンプラチナビジネスカード,290
支出,,2021/09/01,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/09/01,freeeセゾンプラチナビジネスカード,420
支出,,2021/09/01,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/01,みずほ（法人）（API）,770
支出,,2021/09/01,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/01,みずほ（法人）（API）,770
支出,,2021/09/01,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/01,みずほ（法人）（API）,770
支出,,2021/09/01,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/01,みずほ（法人）（API）,770
支出,,2021/09/01,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/01,みずほ（法人）（API）,770
支出,,2021/09/01,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/01,みずほ（法人）（API）,770
支出,,2021/09/01,,,支払手数料,課対仕入10%,770,内税,70,,,,,2021/09/01,みずほ（法人）（API）,770
支出,,2021/08/31,,,車両費,課対仕入10%,8364,内税,760,,,,,2021/08/31,freeeセゾンプラチナビジネスカード,8364
支出,,2021/08/31,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/08/31,freeeセゾンプラチナビジネスカード,1570
支出,,2021/08/31,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/08/31,freeeセゾンプラチナビジネスカード,1570
支出,,2021/08/31,,,支払手数料,課対仕入10%,440,内税,40,,,,,2021/08/31,みずほ（法人）（API）,440
支出,,2021/08/31,,株式会社東洋ビルサービス,支払手数料,課対仕入10%,440,内税,40,,振込手数料,,,2021/08/31,みずほ（法人）（API）,440
支出,,2021/08/30,,ENEOS,車両費,課対仕入10%,8500,内税,772,"",,,,2021/08/30,現金,8500
支出,,2021/08/30,,エール,外注費,課対仕入10%,35000,内税,3181,"",,,,2021/08/30,現金,35000
支出,,2021/08/28,,霞ヶ浦国際ゴルフコース,交際費,課対仕入10%,17600,内税,1600,"",,,,2021/08/28,現金,17600
支出,,2021/08/28,,ケンデポ,仕入高,課対仕入10%,6399,内税,581,"",,,,2021/08/28,現金,6399
支出,,2021/08/26,,ケンデポ,仕入高,課対仕入10%,2860,内税,260,"",,,,2021/08/26,現金,2860
支出,,2021/08/26,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/08/26,freeeセゾンプラチナビジネスカード,1570
支出,,2021/08/26,,,旅費交通費,課対仕入10%,1570,内税,142,,,,,2021/08/26,freeeセゾンプラチナビジネスカード,1570
支出,,2021/08/25,,ケンデポ,仕入高,課対仕入10%,39485,内税,3589,"",,,,2021/08/25,現金,39485
支出,,2021/08/25,,桑の樹,会議費,課対仕入10%,3300,内税,300,"",,,,2021/08/25,現金,3300
支出,,2021/08/25,,,支払手数料,課対仕入10%,110,内税,10,,,,,2021/08/25,みずほ（法人）（API）,110
支出,,2021/08/24,,ENEOS,車両費,課対仕入10%,5900,内税,536,"",,,,2021/08/24,現金,5900
支出,,2021/08/23,,ロイヤルホームセンター,仕入高,課対仕入10%,3510,内税,319,"",,,,2021/08/23,現金,3510
支出,,2021/08/23,,ケンデポ,仕入高,課対仕入10%,12298,内税,1118,"",,,,2021/08/23,現金,12298
支出,,2021/08/23,,セブンイレブン,雑費,課対仕入10%,800,内税,72,"",,,,2021/08/23,現金,800
支出,,2021/08/23,,三井のリパーク,車両費,課対仕入10%,2300,内税,209,"",,,,2021/08/23,現金,2300
収入,,2021/08/23,,,受取利息,非課売上,2,内税,0,"",,,,2021/08/23,みずほ（法人）（API）,2
支出,,2021/08/23,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/08/23,みずほ（法人）（API）,220
支出,,2021/08/23,,,旅費交通費,課対仕入10%,570,内税,51,,,,,2021/08/23,freeeセゾンプラチナビジネスカード,570
支出,,2021/08/23,,,旅費交通費,課対仕入10%,520,内税,47,,,,,2021/08/23,freeeセゾンプラチナビジネスカード,520
支出,,2021/08/22,,宮の森カントリークラブ,交際費,課対仕入10%,13682,内税,1243,"",,,,2021/08/22,現金,13682
支出,,2021/08/22,,株式会社ライフ白銅,車両費,課対仕入10%,3000,内税,272,"",,,,2021/08/22,現金,3000
支出,,2021/08/21,,ゴルフ５,交際費,課対仕入10%,4015,内税,365,"",,,,2021/08/21,現金,4015
支出,,2021/08/21,,島忠ホームズ,仕入高,課対仕入10%,6474,内税,588,"",,,,2021/08/21,現金,6474
支出,,2021/08/21,,ENEOS,車両費,課対仕入10%,3810,内税,346,"",,,,2021/08/21,現金,3810
支出,,2021/08/20,,,法定福利費,対象外,39200,内税,0,健康保険料（事業主負担分）,健康保険料（事業主負担分）,,,2021/09/30,みずほ（法人）（API）,231280
,,,,,法定福利費,対象外,1800,内税,0,介護保険料（事業主負担分）,介護保険料（事業主負担分）,,,,,
,,,,,法定福利費,対象外,73200,内税,0,厚生年金保険料（事業主負担分）,厚生年金保険料（事業主負担分）,,,,,
,,,,,法定福利費,対象外,2880,内税,0,子ども・子育て拠出金,,,,,,
,,,,,預り金,対象外,39200,内税,0,健康保険料（預り分）,健康保険料（預り分）,,,,,
,,,,,預り金,対象外,1800,内税,0,介護保険料（預り分）,介護保険料（預り分）,,,,,
,,,,,預り金,対象外,73200,内税,0,厚生年金保険料（預り分）,厚生年金保険料（預り分）,,,,,
支出,,2021/08/20,,,給料手当,対象外,600000,内税,0,基本給,基本給,,,2021/09/01,みずほ（法人）（API）,167530
,,,,,役員報酬,対象外,200000,内税,0,役員報酬,,,,2021/09/01,みずほ（法人）（API）,167530
,,,,,預り金,対象外,-39200,内税,0,健康保険料（預り分）,健康保険料（預り分）,,,2021/09/01,みずほ（法人）（API）,167430
,,,,,預り金,対象外,-1800,内税,0,介護保険料（預り分）,介護保険料（預り分）,,,2021/09/01,みずほ（法人）（API）,150000
,,,,,預り金,対象外,-73200,内税,0,厚生年金保険料（預り分）,厚生年金保険料（預り分）,,,2021/08/20,現金,18130
,,,,,立替金,対象外,-1800,内税,0,雇用保険料（預り分）,雇用保険料（預り分）,,,,,
,,,,,預り金,対象外,-13380,内税,0,源泉所得税,源泉所得税,,,,,
支出,,2021/08/20,,,旅費交通費,課対仕入10%,630,内税,57,,,,,2021/08/20,freeeセゾンプラチナビジネスカード,630
支出,,2021/08/20,,,旅費交通費,課対仕入10%,640,内税,58,,,,,2021/08/20,freeeセゾンプラチナビジネスカード,640
支出,,2021/08/19,,ロイヤルホームセンター,仕入高,課対仕入10%,4984,内税,453,"",,,,2021/08/19,現金,4984
支出,,2021/08/19,,株式会社イシダ,外注費,課対仕入10%,5610,内税,510,"",,,,2021/08/19,現金,5610
支出,,2021/08/19,,ENEOS,車両費,課対仕入10%,8500,内税,772,"",,,,2021/08/19,現金,8500
支出,,2021/08/19,,ケンデポ,仕入高,課対仕入10%,5656,内税,514,"",,,,2021/08/19,現金,5656
支出,,2021/08/19,,,支払手数料,課対仕入10%,110,内税,10,,,,,2021/08/19,みずほ（法人）（API）,110
支出,,2021/08/18,,4号草加西町ＳＳ,車両費,課対仕入10%,5000,内税,454,"",,,,2021/08/18,現金,5000
支出,,2021/08/17,,ロイヤルホームセンター,仕入高,課対仕入10%,9449,内税,859,"",,,,2021/08/17,現金,9449
支出,,2021/08/17,,,旅費交通費,課対仕入10%,570,内税,51,,,,,2021/08/17,freeeセゾンプラチナビジネスカード,570
支出,,2021/08/17,,,旅費交通費,課対仕入10%,570,内税,51,,,,,2021/08/17,freeeセゾンプラチナビジネスカード,570
支出,,2021/08/16,,島忠ホームズ,仕入高,課対仕入10%,3623,内税,329,"",,,,2021/08/16,現金,3623
支出,,2021/08/16,,島忠ホームズ,仕入高,課対仕入10%,14058,内税,1278,"",,,,2021/08/16,現金,14058
支出,,2021/08/16,,ビバホーム,仕入高,課対仕入10%,72312,内税,6573,"",,,,2021/08/16,現金,72312
支出,,2021/08/16,,,旅費交通費,課対仕入10%,290,内税,26,,,,,2021/08/16,freeeセゾンプラチナビジネスカード,290
支出,,2021/08/16,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/08/16,freeeセゾンプラチナビジネスカード,420
支出,,2021/08/16,,,旅費交通費,課対仕入10%,420,内税,38,,,,,2021/08/16,freeeセゾンプラチナビジネスカード,420
支出,,2021/08/14,,,支払手数料,課対仕入10%,1435,内税,130,,,,,2021/08/14,freeeセゾンプラチナビジネスカード,1435
支出,,2021/08/11,,,支払手数料,課対仕入10%,110,内税,10,"",,,,2021/08/11,みずほ（法人）（API）,110
支出,,2021/08/11,,,支払手数料,課対仕入10%,220,内税,20,,,,,2021/08/11,みずほ（法人）（API）,220
支出,,2021/08/10,,ENEOS,車両費,課対仕入10%,8820,内税,801,"",,,,2021/08/10,現金,8820
支出,,2021/08/10,,,支払手数料,課対仕入10%,110,内税,10,,,,,2021/08/10,みずほ（法人）（API）,110
支出,,2021/08/07,,ケンデポ,仕入高,課対仕入10%,10931,内税,993,"",,,,2021/08/07,現金,10931
支出,,2021/08/07,,島忠ホームズ,仕入高,課対仕入10%,657,内税,59,"",,,,2021/08/07,現金,657
支出,,2021/08/07,,,旅費交通費,課対仕入10%,1540,内税,140,,,,,2021/08/07,freeeセゾンプラチナビジネスカード,1540
支出,,2021/08/07,,,旅費交通費,課対仕入10%,1430,内税,130,,,,,2021/08/07,freeeセゾンプラチナビジネスカード,1430
